state,recording_id,common_name,scientific_name,date,time,latitude,longitude,duration_metadata,audio_url,source_url,license,audit_action,audit_reason,flag_short_duration,flag_low_amplitude,flag_clipping,flag_low_quality,flag_any,file_size_bytes,duration_seconds,rms,peak_amplitude,quality,date_original,time_original,datetime_local,source_timezone,has_date,has_time,has_datetime_local,year,month,day_of_year,hour,minute,season,duration_metadata_seconds,duration_difference_seconds,duration_category,species_id
CA,619062,Broad-billed Hummingbird,Cynanthus latirostris,2021-01-31,08:00:00,38.5532,-121.7512,0:47,https://xeno-canto.org/619062/download,https://xeno-canto.org/619062,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,582082,47.748916666666666,0.0115714473649859,0.2223898768424987,A,2021-01-31,08:00,2021-01-31 08:00:00,,True,True,True,2021.0,1.0,31.0,8.0,0.0,Winter,47,0.7489166666666662,Long (≥30s),Cynanthus latirostris
CA,585126,Broad-tailed Hummingbird,Selasphorus platycercus,2020-05-24,09:00:00,37.4299,-118.0801,0:08,https://xeno-canto.org/585126/download,https://xeno-canto.org/585126,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,145171,8.706462585034014,0.0428113751113414,0.6306203007698059,B,2020-05-24,09:00,2020-05-24 09:00:00,,True,True,True,2020.0,5.0,145.0,9.0,0.0,Spring,8,0.7064625850340143,Short (3–10s),Selasphorus platycercus
CA,361916,Bufflehead,Bucephala albeola,2017-01-28,14:00:00,40.8581,-124.0905,0:30,https://xeno-canto.org/361916/download,https://xeno-canto.org/361916,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,485651,30.048,0.0168278347700834,0.3637848198413849,B,2017-01-28,14:00,2017-01-28 14:00:00,,True,True,True,2017.0,1.0,28.0,14.0,0.0,Winter,30,0.047999999999998266,Long (≥30s),Bucephala albeola
CA,144038,Cackling Goose,Branta hutchinsii,2009-01-15,09:30:00,40.6864,-124.2127,1:09,https://xeno-canto.org/144038/download,https://xeno-canto.org/144038,https://creativecommons.org/licenses/by-nc-sa/3.0/,KEEP,none,False,False,False,False,False,2790005,69.552,0.0802484825253486,0.9012158513069152,A,2009-01-15,09:30,2009-01-15 09:30:00,,True,True,True,2009.0,1.0,15.0,9.0,30.0,Winter,69,0.5520000000000067,Long (≥30s),Branta hutchinsii
CA,503346,California Quail,Callipepla californica,2019-08-22,09:00:00,37.1716,-122.2228,0:22,https://xeno-canto.org/503346/download,https://xeno-canto.org/503346,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,918586,22.7766875,0.0245790034532547,0.5348604917526245,A,2019-08-22,09:00,2019-08-22 09:00:00,,True,True,True,2019.0,8.0,234.0,9.0,0.0,Summer,22,0.7766875000000013,Medium (10–30s),Callipepla californica
CA,132946,Calliope Hummingbird,Selasphorus calliope,2000-06-14,,34.2109,-116.8013,0:05,https://xeno-canto.org/132946/download,https://xeno-canto.org/132946,https://creativecommons.org/licenses/by-nc-sa/3.0/,FLAG,low_amplitude,False,True,False,False,True,73377,5.69469387755102,0.0033940544817596,0.0451973490417003,B,2000-06-14,?,,,True,False,False,,,,,,,5,0.6946938775510203,Short (3–10s),Selasphorus calliope
CA,1089596,Canada Goose,Branta canadensis,2026-03-19,08:41:00,38.5321,-121.0686,0:21,https://xeno-canto.org/1089596/download,https://xeno-canto.org/1089596,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,clipping,False,False,True,False,True,258233,21.748833333333334,0.0999404117465019,1.0006102323532104,B,2026-03-19,08:41,2026-03-19 08:41:00,,True,True,True,2026.0,3.0,78.0,8.0,41.0,Spring,21,0.7488333333333337,Medium (10–30s),Branta canadensis
CA,914676,Chukar Partridge,Alectoris chukar,2024-06-15,06:00:00,41.0393,-119.9806,0:49,https://xeno-canto.org/914676/download,https://xeno-canto.org/914676,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1199952,49.8,0.0399049781262874,0.6003618240356445,B,2024-06-15,06:00,2024-06-15 06:00:00,,True,True,True,2024.0,6.0,167.0,6.0,0.0,Summer,49,0.7999999999999972,Long (≥30s),Alectoris chukar
CA,323984,Cinnamon Teal,Spatula cyanoptera,2015-04-27,17:22:00,33.2215,-115.5825,0:07,https://xeno-canto.org/323984/download,https://xeno-canto.org/323984,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,122801,7.368,0.0421383157372474,0.5604947805404663,B,2015-04-27,17:22,2015-04-27 17:22:00,,True,True,True,2015.0,4.0,117.0,17.0,22.0,Spring,7,0.3680000000000003,Short (3–10s),Spatula cyanoptera
CA,140011,Common Gallinule,Gallinula galeata,2013-06-23,10:45:00,32.8688,-114.4516,0:45,https://xeno-canto.org/140011/download,https://xeno-canto.org/140011,https://creativecommons.org/licenses/by-nc-sa/3.0/,KEEP,none,False,False,False,False,False,1827041,45.55755102040816,0.0102438619360327,0.2605704665184021,B,2013-06-23,10:45,2013-06-23 10:45:00,,True,True,True,2013.0,6.0,174.0,10.0,45.0,Summer,45,0.5575510204081624,Long (≥30s),Gallinula galeata
CA,286971,Common Ground Dove,Columbina passerina,2015-04-26,10:21:00,32.5547,-117.0634,0:50,https://xeno-canto.org/286971/download,https://xeno-canto.org/286971,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,low_amplitude,False,True,False,False,True,817920,50.808,0.0043443301692605,0.0361173823475837,B,2015-04-26,10:21,2015-04-26 10:21:00,,True,True,True,2015.0,4.0,116.0,10.0,21.0,Spring,50,0.8079999999999998,Long (≥30s),Columbina passerina
CA,660470,Common Nighthawk,Chordeiles minor,2021-06-29,05:00:00,38.3068,-119.4194,0:13,https://xeno-canto.org/660470/download,https://xeno-canto.org/660470,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,334229,13.728,0.0272426176816225,0.6083222031593323,A,2021-06-29,05:00,2021-06-29 05:00:00,,True,True,True,2021.0,6.0,180.0,5.0,0.0,Summer,13,0.7279999999999998,Medium (10–30s),Chordeiles minor
CA,720644,Common Pheasant,Phasianus colchicus,2022-04-28,11:02:00,39.1753,-122.0482,0:08,https://xeno-canto.org/720644/download,https://xeno-canto.org/720644,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,265159,8.136,0.0255772918462753,0.477930873632431,B,2022-04-28,11:02,2022-04-28 11:02:00,,True,True,True,2022.0,4.0,118.0,11.0,2.0,Spring,8,0.13599999999999923,Short (3–10s),Phasianus colchicus
CA,461828,Common Poorwill,Phalaenoptilus nuttallii,2019-03-13,21:20:00,34.195,-118.1199,1:05,https://xeno-canto.org/461828/download,https://xeno-canto.org/461828,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1300634,65.152,0.0441587343811988,0.629991888999939,A,2019-03-13,21:20,2019-03-13 21:20:00,,True,True,True,2019.0,3.0,72.0,21.0,20.0,Spring,65,0.15200000000000102,Long (≥30s),Phalaenoptilus nuttallii
CA,670289,Costa's Hummingbird,Calypte costae,2021-08-22,18:00:00,37.7967,-122.4493,0:10,https://xeno-canto.org/670289/download,https://xeno-canto.org/670289,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,445168,10.92501133786848,0.0679848566651344,0.6891624331474304,A,2021-08-22,18:00,2021-08-22 18:00:00,,True,True,True,2021.0,8.0,234.0,18.0,0.0,Summer,10,0.9250113378684794,Medium (10–30s),Calypte costae
CA,738058,Dusky Grouse,Dendragapus obscurus,2022-07-13,19:30:00,40.646,-115.3812,0:28,https://xeno-canto.org/738058/download,https://xeno-canto.org/738058,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,347101,28.512,0.0550867691636085,0.6383103728294373,B,2022-07-13,19:30,2022-07-13 19:30:00,,True,True,True,2022.0,7.0,194.0,19.0,30.0,Summer,28,0.5120000000000005,Medium (10–30s),Dendragapus obscurus
CA,135438,Eastern Whip-poor-will,Antrostomus vociferus,2013-05-27,21:00:00,37.0091,-121.8574,1:00,https://xeno-canto.org/135438/download,https://xeno-canto.org/135438,https://creativecommons.org/licenses/by-nc-sa/3.0/,KEEP,none,False,False,False,False,False,1446117,60.048,0.0981995984911918,0.6548898816108704,A,2013-05-27,21:00,2013-05-27 21:00:00,,True,True,True,2013.0,5.0,147.0,21.0,0.0,Spring,60,0.04800000000000182,Long (≥30s),Antrostomus vociferus
CA,212892,Egyptian Goose,Alopochen aegyptiaca,2015-02-10,17:00:00,33.6377,-117.6409,0:25,https://xeno-canto.org/212892/download,https://xeno-canto.org/212892,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,clipping,False,False,True,False,True,834547,25.913469387755104,0.144428476691246,1.00395929813385,A,2015-02-10,17:00,2015-02-10 17:00:00,,True,True,True,2015.0,2.0,41.0,17.0,0.0,Winter,25,0.9134693877551037,Medium (10–30s),Alopochen aegyptiaca
CA,541633,Eurasian Collared Dove,Streptopelia decaocto,2020-04-03,06:35:00,32.6003,-116.8419,2:15,https://xeno-canto.org/541633/download,https://xeno-canto.org/541633,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,2176421,135.72,0.0105404071509838,0.0734437555074691,B,2020-04-03,06:35,2020-04-03 06:35:00,,True,True,True,2020.0,4.0,94.0,6.0,35.0,Spring,135,0.7199999999999989,Long (≥30s),Streptopelia decaocto
CA,297470,Gadwall,Mareca strepera,2015-03-18,09:30:00,35.0307,-120.6205,0:24,https://xeno-canto.org/297470/download,https://xeno-canto.org/297470,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,low_amplitude,False,True,False,False,True,388791,23.939501133786848,0.0088470550253987,0.191251054406166,B,2015-03-18,09:30,2015-03-18 09:30:00,,True,True,True,2015.0,3.0,77.0,9.0,30.0,Spring,24,-0.060498866213151814,Medium (10–30s),Mareca strepera
CA,357823,Gambel's Quail,Callipepla gambelii,2017-02-15,07:40:00,32.9694,-115.5552,0:47,https://xeno-canto.org/357823/download,https://xeno-canto.org/357823,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1890211,47.07258333333333,0.0192589201033115,0.5490400195121765,B,2017-02-15,7:40,2017-02-15 07:40:00,,True,True,True,2017.0,2.0,46.0,7.0,40.0,Winter,47,0.072583333333327,Long (≥30s),Callipepla gambelii
CA,163986,Greater Roadrunner,Geococcyx californianus,2012-03-11,11:42:00,32.544,-117.109,0:06,https://xeno-canto.org/163986/download,https://xeno-canto.org/163986,https://creativecommons.org/licenses/by-nc-sa/3.0/,FLAG,low_amplitude,False,True,False,False,True,101614,6.048,0.0089278733357787,0.0538561195135116,B,2012-03-11,11:42,2012-03-11 11:42:00,,True,True,True,2012.0,3.0,71.0,11.0,42.0,Spring,6,0.04800000000000004,Short (3–10s),Geococcyx californianus
CA,445707,Greater White-fronted Goose,Anser albifrons,2018-12-06,12:07:00,39.1753,-122.0482,0:11,https://xeno-canto.org/445707/download,https://xeno-canto.org/445707,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,181606,11.023673469387756,0.0628583133220672,0.7542666792869568,A,2018-12-06,12:07,2018-12-06 12:07:00,,True,True,True,2018.0,12.0,340.0,12.0,7.0,Winter,11,0.02367346938775583,Medium (10–30s),Anser albifrons
CA,964290,Green-winged Teal,Anas carolinensis,2025-01-16,14:47:00,35.3217,-120.842,2:21,https://xeno-canto.org/964290/download,https://xeno-canto.org/964290,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,20368127,141.4444375,0.0343777872622013,0.7943282127380371,B,2025-01-16,14:47,2025-01-16 14:47:00,,True,True,True,2025.0,1.0,16.0,14.0,47.0,Winter,141,0.44443749999999227,Long (≥30s),Anas carolinensis
CA,562113,Inca Dove,Columbina inca,2020-05-25,06:30:00,33.4079,-114.6582,0:32,https://xeno-canto.org/562113/download,https://xeno-canto.org/562113,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,780725,32.328,0.0278482846915721,0.4448336958885193,B,2020-05-25,06:30,2020-05-25 06:30:00,,True,True,True,2020.0,5.0,146.0,6.0,30.0,Spring,32,0.32800000000000296,Long (≥30s),Columbina inca
CA,490945,Lesser Nighthawk,Chordeiles acutipennis,2018-07-06,20:30:00,38.71,-122.0428,0:24,https://xeno-canto.org/490945/download,https://xeno-canto.org/490945,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,277496,24.638208616780044,0.0153255015611648,0.2247298657894134,A,2018-07-06,20:30,2018-07-06 20:30:00,,True,True,True,2018.0,7.0,187.0,20.0,30.0,Summer,24,0.6382086167800445,Medium (10–30s),Chordeiles acutipennis
CA,574653,Lesser Scaup,Aythya affinis,2018-06-10,10:40:00,40.1756,-115.4798,0:12,https://xeno-canto.org/574653/download,https://xeno-canto.org/574653,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,203905,12.434285714285714,0.0227609872817993,0.1462540924549102,B,2018-06-10,10:40,2018-06-10 10:40:00,,True,True,True,2018.0,6.0,161.0,10.0,40.0,Summer,12,0.43428571428571416,Medium (10–30s),Aythya affinis
CA,527676,Mallard,Anas platyrhynchos,2020-02-09,08:37:00,35.329,-120.4782,0:21,https://xeno-canto.org/527676/download,https://xeno-canto.org/527676,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,864069,21.396375,0.0222673527896404,0.4466698467731476,B,2020-02-09,8:37,2020-02-09 08:37:00,,True,True,True,2020.0,2.0,40.0,8.0,37.0,Winter,21,0.39637499999999903,Medium (10–30s),Anas platyrhynchos
CA,134480,Mexican Whip-poor-will,Antrostomus arizonae,2013-05-21,21:55:00,34.219,-116.8064,1:11,https://xeno-canto.org/134480/download,https://xeno-canto.org/134480,https://creativecommons.org/licenses/by-nc-sa/3.0/,FLAG,low_amplitude,False,True,False,False,True,1145978,71.19238095238096,0.0025243123527616,0.027934443205595,B,2013-05-21,21:55,2013-05-21 21:55:00,,True,True,True,2013.0,5.0,141.0,21.0,55.0,Spring,71,0.1923809523809581,Long (≥30s),Antrostomus arizonae
CA,282613,Mountain Quail,Oreortyx pictus,2015-04-08,07:08:00,32.7765,-116.4505,3:26,https://xeno-canto.org/282613/download,https://xeno-canto.org/282613,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,3315041,206.88,0.0168005935847759,0.1915263682603836,B,2015-04-08,07:08,2015-04-08 07:08:00,,True,True,True,2015.0,4.0,98.0,7.0,8.0,Spring,206,0.8799999999999955,Long (≥30s),Oreortyx pictus
CA,286968,Mourning Dove,Zenaida macroura,2015-05-03,07:49:00,32.6287,-116.923,1:46,https://xeno-canto.org/286968/download,https://xeno-canto.org/286968,https://creativecommons.org/licenses/by-nc-sa/4.0/,FLAG,low_amplitude,False,True,False,False,True,1702604,106.104,0.008671335875988,0.1241970211267471,B,2015-05-03,07:49,2015-05-03 07:49:00,,True,True,True,2015.0,5.0,123.0,7.0,49.0,Spring,106,0.1039999999999992,Long (≥30s),Zenaida macroura
CA,574647,Northern Bobwhite,Colinus virginianus,2020-07-04,19:00:00,34.2008,-118.6528,0:25,https://xeno-canto.org/574647/download,https://xeno-canto.org/574647,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1035572,25.704489795918366,0.0558369755744934,0.6544210910797119,B,2020-07-04,19:00,2020-07-04 19:00:00,,True,True,True,2020.0,7.0,186.0,19.0,0.0,Summer,25,0.7044897959183665,Medium (10–30s),Colinus virginianus
CA,621202,Northern Pintail,Anas acuta,2021-02-12,08:31:00,32.564,-117.1256,0:45,https://xeno-canto.org/621202/download,https://xeno-canto.org/621202,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,735674,45.672,0.0385958515107631,0.7059439420700073,B,2021-02-12,08:31,2021-02-12 08:31:00,,True,True,True,2021.0,2.0,43.0,8.0,31.0,Winter,45,0.671999999999997,Long (≥30s),Anas acuta
CA,168805,Northern Shoveler,Spatula clypeata,2013-02-09,07:30:00,36.0753,-115.0101,0:31,https://xeno-canto.org/168805/download,https://xeno-canto.org/168805,https://creativecommons.org/licenses/by-nc-sa/3.0/,KEEP,none,False,False,False,False,False,507222,31.399183673469388,0.0265669878572225,0.4851993918418884,A,2013-02-09,07:30,2013-02-09 07:30:00,,True,True,True,2013.0,2.0,40.0,7.0,30.0,Winter,31,0.39918367346938766,Long (≥30s),Spatula clypeata
CA,348974,Redhead,Aythya americana,2017-01-02,10:16:00,32.7896,-117.0443,0:07,https://xeno-canto.org/348974/download,https://xeno-canto.org/348974,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,125900,7.56,0.0502728223800659,0.4777562022209167,B,2017-01-02,10:16,2017-01-02 10:16:00,,True,True,True,2017.0,1.0,2.0,10.0,16.0,Winter,7,0.5599999999999996,Short (3–10s),Aythya americana
CA,283095,Ridgway's Rail,Rallus obsoletus,2015-04-21,08:47:00,32.564,-117.1256,0:16,https://xeno-canto.org/283095/download,https://xeno-canto.org/283095,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,271477,16.656,0.0509124435484409,0.6142035126686096,A,2015-04-21,08:47,2015-04-21 08:47:00,,True,True,True,2015.0,4.0,111.0,8.0,47.0,Spring,16,0.6559999999999988,Medium (10–30s),Rallus obsoletus
CA,488173,Rock Dove,Columba livia,2019-07-18,06:55:00,32.6185,-117.1029,0:17,https://xeno-canto.org/488173/download,https://xeno-canto.org/488173,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,277829,17.064,0.0462125055491924,0.3397755622863769,B,2019-07-18,06:55,2019-07-18 06:55:00,,True,True,True,2019.0,7.0,199.0,6.0,55.0,Summer,17,0.06400000000000006,Medium (10–30s),Columba livia
CA,458919,Ross's Goose,Anser rossii,2018-01-19,11:28:00,33.0881,-115.7097,0:31,https://xeno-canto.org/458919/download,https://xeno-canto.org/458919,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,502943,31.128,0.0245753861963748,0.7049509286880493,B,2018-01-19,11:28,2018-01-19 11:28:00,,True,True,True,2018.0,1.0,19.0,11.0,28.0,Winter,31,0.1280000000000001,Long (≥30s),Anser rossii
CA,664841,Ruddy Duck,Oxyura jamaicensis,2021-07-18,07:33:00,32.6287,-116.923,0:20,https://xeno-canto.org/664841/download,https://xeno-canto.org/664841,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,329729,20.304,0.0292384065687656,0.7030347585678101,A,2021-07-18,07:33,2021-07-18 07:33:00,,True,True,True,2021.0,7.0,199.0,7.0,33.0,Summer,20,0.3039999999999985,Medium (10–30s),Oxyura jamaicensis
CA,486226,Ruffed Grouse,Bonasa umbellus,2019-07-08,05:30:00,41.6858,-117.5565,0:48,https://xeno-canto.org/486226/download,https://xeno-canto.org/486226,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,584172,48.288,0.0395675115287303,0.3103118240833282,B,2019-07-08,05:30,2019-07-08 05:30:00,,True,True,True,2019.0,7.0,189.0,5.0,30.0,Summer,48,0.2879999999999967,Long (≥30s),Bonasa umbellus
CA,669065,Rufous Hummingbird,Selasphorus rufus,2021-08-15,14:30:00,37.3607,-118.3995,0:29,https://xeno-canto.org/669065/download,https://xeno-canto.org/669065,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,469530,28.990748299319726,0.018936064094305,0.591866135597229,B,2021-08-15,14:30,2021-08-15 14:30:00,,True,True,True,2021.0,8.0,227.0,14.0,30.0,Summer,29,-0.0092517006802737,Medium (10–30s),Selasphorus rufus
CA,453180,Sandhill Crane,Antigone canadensis,2018-01-17,17:30:00,33.354,-114.6867,0:24,https://xeno-canto.org/453180/download,https://xeno-canto.org/453180,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,402300,24.84,0.0218631401658058,0.7061235904693604,B,2018-01-17,17:30,2018-01-17 17:30:00,,True,True,True,2018.0,1.0,17.0,17.0,30.0,Winter,24,0.8399999999999999,Medium (10–30s),Antigone canadensis
CA,384977,Short-billed Gull,Larus brachyrhynchus,2017-01-27,16:46:00,40.5942,-124.2411,0:24,https://xeno-canto.org/384977/download,https://xeno-canto.org/384977,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,394652,24.36,0.0174210332334041,0.3511122167110443,B,2017-01-27,16:46,2017-01-27 16:46:00,,True,True,True,2017.0,1.0,27.0,16.0,46.0,Winter,24,0.35999999999999943,Medium (10–30s),Larus brachyrhynchus
CA,121403,Snow Goose,Anser caerulescens,2013-02-03,11:15:00,34.8,-114.522,0:35,https://xeno-canto.org/121403/download,https://xeno-canto.org/121403,https://creativecommons.org/licenses/by-nc-sa/3.0/,KEEP,none,False,False,False,False,False,564979,34.96391666666667,0.0112997377291321,0.1080758422613143,B,2013-02-03,11:15,2013-02-03 11:15:00,,True,True,True,2013.0,2.0,34.0,11.0,15.0,Winter,35,-0.03608333333333036,Long (≥30s),Anser caerulescens
CA,378274,Sooty Grouse,Dendragapus fuliginosus,2017-06-30,17:30:00,38.9131,-120.0722,0:58,https://xeno-canto.org/378274/download,https://xeno-canto.org/378274,https://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP,none,False,False,False,False,False,1398476,58.056,0.0617018453776836,0.9418227672576904,B,2017-06-30,17:30,2017-06-30 17:30:00,,True,True,True,2017.0,6.0,181.0,17.0,30.0,Summer,58,0.055999999999997385,Long (≥30s),Dendragapus fuliginosus
CA,228580,Sora,Porzana carolina,2007-02-14,16:00:00,33.1188,-115.7945,0:07,https://xeno-canto.org/228580/download,https://xeno-canto.org/228580,https://creativecommons.org/licenses/by-nc-nd/4.0/,KEEP,none,False,False,False,False,False,94756,7.2558125,0.0736769288778305,0.8900636434555054,A,2007-02-14,16:00,2007-02-14 16:00:00,,True,True,True,2007.0,2.0,45.0,16.0,0.0,Winter,7,0.2558125000000002,Short (3–10s),Porzana carolina
